text,label
" گزارش بلومبرگ؛ ""بودجه سال آینده رژیم ایران بیشتر یک بلوف است. لایحه بودجه دولت روحانی ک هفته گذشته ارائه شد، یک دروغ و جعل بود. بخش افزایش درآمدهای لایحه بودجه سال ۹۹ که در آن پیش‌بینی شده درآمدهای مالیاتی در چنین وضعیت اقتصادی ۱۳درصد افزایش یابد، ب یک مضحکه شبیه است ",ANGRY
" در کشمیر فریاد مظلومان را خفه می کنند،
به داد مظلومان برسید مسلمانان...!

#SaveKashmir
#stand_with_kashmir www.link.com…",FEAR
خانم یکی از رفقا نتوُرکی بود همه اطرافیان رو به معنای واقعی کلمه ساییده بود دو سال پیشم به همه میگفت فلان ماشینو میخرم امسال شوهرشو مجبور کرد براش وام بگیره تا یه پراید بخره ,SURPRISE
تا وقتی رسیدن به تو امکان دارد زندگی درد قشنگیست که جریان دارد زندگی درد قشنگیست بجز شب هایش ... #شيفت_شب,HAPPY
امروز آقای میانسال جلوی استیشن پرستاری ماسکش را کشید پایین و چنان عطسه جانانه ای کرد که تا یک ساعت جرات نمی کردیم از اون منطقه رد شیم,SAD
" دوراهی است ب نام 
1خانواده 
2اینده
اینده ای که بی خانواده وجود نداررد 
اینده ای ک  
بی نگاه پدر 
بی هرم نفس های گرم مادر 
بی…",FEAR
اینم یادگار دوران بچگی ما از ترس سمندون شبها خوابم نمیبرد‌,ANGRY
ریدی بابا بچه جون یه کم کتاب بخون مخ پوکت کار بیافته رهبر چلاقت مش قاسم و داد کتلت تحویل گرفت,ANGRY
 یعنی بکهیون چی گفته بود که لی سومان ۳ ساعت سرزنشش کرد؟!(((: حتما گفته خیلی دوست داره زودتر تو اون گروه دبیو کنه و لی سومان…,SURPRISE
"جنایتکاری دیگر تحویل دربان جهنم گردید به درک واصل شد؛ ویروس کثیف حجت الاسلام ""علی خلفی"" معاون قضایی قوه قضائیه جهت صدور و گسترش حکومت اسلامی جهنم عزیمت نمودند! ""رییسی"" نیز مرگ این ویروس را تسلیت گفت! #ویروس_کرونا #irancoronavirus #restart_opposition",ANGRY
دل بر گذر قافله ی لاله و گل داشت این دشت که پامال سواران خزان است روزی که بجنبد نفس باد بهاری بینی که گل و سبزه کران تا به کران است #ابتهاج,HAPPY
اینا چرا اینجورین آخه این اردلان و فرهمند بی‌بی‌سی برای چی اصن اینارو جذب کرده @username,ANGRY
مغزت میگوزه تو رو چه به این حرفا....حامد زمانیتو گوش کن :))))))),HATE
چیزی نیس که « خودت بمال» درست میشه ,HAPPY
جریان دلسوزی برای حقوق ملت نیست ،دعوایشان،صرفا برای #من #خودشان هست .,ANGRY
ای کاش من هم یک نقطه‌زن داشتم,ANGRY
" 🔹بزرگی میگفت:
اهل کوفه نبودن یعنی اینکه
بدانی؛
""... تا حسین(ع) نیامده،
ولی امر، مسلم است ... ""

#مسلم_بن_عقیل_زمان :
#امام_…",SAD
حالا یه سایه‌هایی هم دیده میشه، ولی من خسته‌تر از اونیم که بلندشم از جام :) ,SAD
@username و البته حافظه ما در آن روز یاری نخواهد کرد,FEAR
"امیدوارم بایدن قدرت بگیره و دنیا به مسیر تعامل برگرده ادامه ی ترامپ برای همه خطرناکه 
نمیشه تو ایران لیبرال باشیم ولی نظرات بین المللی مون ضد ارزشهای لیبرال باشه
 این همون کاریه که پدرانمون کردند نظرات ایرانی شون محافظه کار بود نظرات بین المللی شون چپ",SAD
نمی دونم چرا همش یاده ازهاری گوساله می افتم.,HATE
اون که عاشق نشد، زندگی نکرد . ,SAD
چقدر بیرون گود نشستن و فرضیه دادن برای رنج عمیق دیگری میتواند مضحک به نظر برسد ,ANGRY
اینکه از کلمات انگلیسی توی حرفات زیاد استفاده می‌کنی، نشونه‌ی قوی بودن زبان یا کلاسِ کاریت نیست؛ بلکه ضعیف بودن دایره لغات زبان بومی خودت و البته ضعف در فن بیانت هست,SAD
قربون شما واهاییییی با من اینکارو نکن من قلبم با باتری کار میکنه طاقت این همه هایاجانو نداره,HAPPY
@username باید طنازو جلو چشاش گایید تا گوه میل نکنه,ANGRY
از پا درد دارم فلججججج ميشمممم من الااااااان باااااايد دهن كيووووو سرويسسسسس كنم عاخههههه نامسلموناااا ,SAD
به امید تعلیق فدراسیون و خفه شدن این توله سگا,HATE
 وزیر بهداشت گفته به دلیل کرونا و فشار اقتصادی، نظام درمانی کشور در حال فروپاشیست. اونوقت بزرگترین نگرانی خامنه‌ای در سخنرا…,FEAR
داشتم از سخت ترین نقاط برفی زیر بارش timefall بالا میرفتم.حواس و تمرکزم سفت به حفظ تعادل بارهای روی دوشم بود که یهو زمین زیر پاهام تو دلِ برف سیاه شد و BT ها شروع کردن منو کشیدن به پایین. شروع کردم به مربع زدن و تقلا کردن. مربع بزن مربع بزن. نصف بارهام ریخت. اما تونستم فرار کنم.,FEAR
 نه! ممکنه ششش کار نکنه! ممکنه مغزش از کار بایسته! ایست قلبی یکی از دلایل مرگه فقط,SAD
" چگونه خودت را ساختی؟
- زخم به زخم!",SAD
آدمی که حتی حوصله خودشم نداره چیه؟,ANGRY
"ناهار املت داشتیم و اصلا لذت نبردم.
املت غذای خوابگاهه، اونقد تو خوابگاه املت خوردیم که دیگه اصلا حال نمیده به عنوان ناهار تو خونه و پیش خانواده",HATE
 وزارت دفاع روسیه اعلام کرد که به کاروان نظامی آمریکا که از سوریه به عراق می‌رفته است، حمله شده است/ ظاهرا در این حمله به کسی آسیبی نرسیده است/ برخی منابع سوری ارتش ترکیه را عامل این حمله معرفی کرده‌اند/ واشنگتن هنوز به این حادثه واکنشی نشان نداده است.,ANGRY
 واقعیتش من از اون دختری که قراره یکی دوسال دیگه با خنده از حال تلخ این روزهاش یاد کنه، میترسم...,FEAR
بی شک مفسدین تنبه و مجازات خواهند شد . ثروتمندان باعث بوجود آمدن این صحنه ها هستند . شده یک‌ بار ما بپرسیم و شما پاسخ بدید و‌بحث‌را عوض نکنید ؟ چرا از آمریکا دفاع میکنی و از ناراحتی اون‌ ناراحت میشید؟,ANGRY
اره والا! حالا باید بیای نارمک رو ببینی هر میدون یه هیئت داره، بعضی خیابوناشم ک چندتا هیئت و دسته ...,SAD
برچسب نزدم این حقیقت است با سیستمی مواجه ایم که ۳ روز تمام زدن هواپیما را باوجود عکس و فیلم انکار میکرد و از همان ساعت اعلامیه ستاد مرتبا شایعات پخش میکند تا خطایش را توجیه کند ، مادامیکه درون این شایعات میچرخید و به انها عنوان همه ابعاد ماجرا میدهید اسیر پروپاگاندای حکومت اید,HATE
ولی واقعا دلتنگی مثله اسید میمونه از درونی ترین لایه های بدنت میگیره میسوزونه تا میرسه به همش که دیگه چیزی ازت نمیمونه.,SAD
می‌شه خفه‌شی؟ می‌شی اگر کرونا داری و اخر عمرته دروغ نگی؟ می‌شه پست نباشی؟ می‌شه نقد بپذیری؟ می‌شه نون نبری؟ می‌شه الان که مردم یه ذره لبخند لازم دارن بذاری لبخند بزنن؟ ,ANGRY
یه بار از دکترشون پرسیدم گفت نه، سیستم بدنشون با ما تفاوت داره گویا,SURPRISE
دخترا میگن من کار میکنم پول در میارم پولم واسه خودمه شوهرم باید خرجمو بده شام نمیپزم بچه دار شم بچه نگه نمیدارم ظرف نمیشورم. ببخشید .اونچیزی که شما هستید یا میخوایید رو یه جنده هم فراهم میکنه برای مردا,ANGRY
نه کسب تحریک نمیشه ولی مثلا توی دانشگاه وقتی کسی پوشیه می‌زنه، یه جورایی انگشت‌نما میشه. مثلا میگن «همون دختری که پوشیه می‌زنه»,ANGRY
در اینکه یه اصلاح طلب یک اصولگرا بزارن که شکی نیست همون گزینه ی بد از بدتر،اما امسال دیگه مثل قبل نیست لااقل برای بسیاری از مردم ،دیگه تشت رسوایی حکومت افتاده و بد طوری صداش پیچیده #آبان_خونین #هواپیمای_اوکراینی #رای_بی_رای,HATE
" واقعا فکرشم نمیکردم با ی ریتوییت ک بگم فالورام کمه فالورام از 18 برسه به 109 خودشم در عرض چند ساعت😭
باعث افتخارمه و خیلییی…",SURPRISE
@username تو شعور داشته باش از همکارت که ملتو دسمالی میکنه دفاع نکن جنده,HATE
همیشه خدایان زیادی بودن، همه جا خدایانی بوده‌اند که به موقع به درد می‌خورده‌اند و برای توجیه تقریبا هر چیزی استفاده شده‌اند,ANGRY
گفتا بگو که خواجو در چشم ما چه بیند گفتم حدیث مستان سری بود خدائی #خواجوی_کرمانی,HAPPY
@username چون هنوز کوچولوعه و اول راه چیز خاصی نداره فعلا بعدا اگه تونست جاشو پیدا کنه شاید ی اثر متقابلی بذاره,SURPRISE
باید میگفتی کم گوه نخورده در ۴ سال گذشته.,HATE
در دنیایی که دعوا سر صدم‌درصد رشد اقتصادی است یک عده‌ای در این مملکت هنوز استدلال «بالاتر از سیاهی رنگی نیست» می‌کنند. متاسفانه همه‌چیزمان برازنده‌ی همه‌چیزمان است!! ,HATE
والا میشه جم شد تو یه آپ دیگه,ANGRY
بعضیاتونم ریدین با این کراش زدنتون,SURPRISE
هممم اگه منجر به حذف میشه تو چرا مخالفی؟ مرخصی پریود هم ماکسیمم یه روز کافیه,ANGRY
یه آنفولانزای دیگه اومده. تا حالا ۱۵ مورد فوتی داشته. خدا به خیر کنه. انشالا خانواده برادرتون در سلامت باشن,SAD
کیه که نشناسه کاسبان جنگو؟ من که نبودم با شعار سایه جنگ رای جمع میکردم ,HATE
توبه کنم که بشکنم به هر نفس! لذت توبه کردنم توبه شکستن است و بس نیم شبی توبه کنم می نخورم بار دگر! شب نرسیده به سحر دوباره میکنم هوس!,SURPRISE
مخصوصا تو سر تویه خالو,ANGRY
با اقتباس از بهشتی دلها این جام جهانی لجن لجن؛لذت تماشا گل رونالدینیو به انگلیس درخشش رونالدو ارجینالم باشه توش باز هم لجن لجن ,ANGRY
 ‌‌براساس پیگیری‌‌ام ازبرخی مسئولان قوه قضائیه، نرگس محمدی بااینکه اجازه وامکانات ارتباط تلفنی با خانواده‌اش را دارد، اما ا…,SURPRISE
" بعد از #روح‌الله_زم چه کردیم؟
هیچ‌وقت متحد و یکصدا عمل نکردیم.",SAD
درود بر مريم رجوي درود بر جوانان قيام افرين و كانونهاي شورشي زنده باد آزادي - زنده باد ايران زمين خون شهدا را از گلوي خامنه اي بيرون خواهيم كشيد.,HATE
اگر به خنکی دل باشه من نظرم فقط مشته. اونم راست مستقیم.,SAD
همین الان با دیدن یه خواب وحشتناک از خواب پریدم ، ساعت ۲:۴۳ بامداده و الان فقط دارم به این فکر میکنم که این فقط یه خواب الکی بود..... اگه شب اول قبر بود میخواستم چیکار کنم؟,SAD
امشب همه ما ایرانیان کُرد هستیم #IraniansStandWithRojava,SAD
چرا گفتم‌ کش کردم؟؟؟ ,SURPRISE
"@username Surf دارم ولی سرعتش افتضاحه

۴ تا یک هم که به فنا دادن 😑 خیلی خوب بود",ANGRY
ریدم تو اون قیافه تخمیش مرتیکه مفنگی,ANGRY
آسمون سنگی شده خدا انگار خوابیده انگار از اون بالاها گریه هامونو ندیده .‌..,SAD
درسته پولی بابتشون نمیدیم ولی بهایی که پرداخت میکنیم چندین برابر سنگین تره...,HATE
حس میکنم با دو دست دارم جناحین روز رو فشار میدم ک یکم بیشتر از ۲۴ ساعت شه.,FEAR
واقعا این #مهران_مدیری چی فکرمی کنه، که ازجنس مردمه؟ ازجنس کدام مردم حتما از مابهتران... واقعا خیلی چرنده برنامش :( #دورهمی,SAD
@username موفقیت در انتظار توست 💖,HAPPY
" خامنه ای خائن ، ایران فروشی نیست 
#فروش_ایران_ممنوع www.link.com",SAD
در این مقطع کنونی درد ما دانستن است.,SAD
مانت بهترین جا براش پشت مهاجمه نباید برعکس ویلیان زیاد با توپ ور بره یعنی سبک بازیش سرعت و انرژیکه .مثلا لمپارد میتونه پدرو رو از لیست بندازه بیرون پولیسیک رو بزاره جاش ولی فک کنم‌میترسه تیم زیادی جوون و خام شه بیش از حد,ANGRY
@username همون قدر که مطمئنم تو گاوی,HATE
خستم از این همه حرف، از این همه ضعف :(,ANGRY
آخرین باری که زندگی کردم همون ۴-۵ ساعت رشت بود...,SAD
واقعا درکت نمیکنم یه ماه کص و کونتونو پرچم کردین که بی خطره مثل سرماخوردگیه الان دارین کون میدین ملت بمونن خونه؟,HATE
فقط از لحاظ ساعت تامین بودی ,SAD
به حدی از دست مامانم عصبانیم که میبینم تلگرام پیام داده گردنم درد میگیره از فشار,HAPPY
از مادرجنده هايي كه خايه ندارن اسم خودشونو بذارن چيز بيشتري انتظار نميره كير تو سرت,ANGRY
@username ما از نتورک گریزانیم 😕,HATE
@username رو یک هیچ پاریس بت زدم اما احتمال زیاد بایرن قهرمانه,SURPRISE
به بههههههه .یدونه بیزحمت واسه من کنار بذار ,HAPPY
غافل ازینکه همه کله گنده‌هاشون دررفتن چهارتا جوجه طلبه دوزاری مونده تو اون ماتم‌کده و ملت بیچاره,HAPPY
اه راستی اصلا یادم نبود کیرم تو اول و آخرش,ANGRY
مطمئن هستی میخواید این کارها رو انجام بدید؟ بعد از قرنطینه همون آدم سابق میشیم، خشن تر، ملاحظه کار تر، چون آخر الزمان رو دیدیم.,SAD
 @username @username جناب فرهنگی اگر واقعا این حرف به همین صراحت زده شده پس در استیضاح ایشون نباید تردید کرد چون واضحا…,ANGRY
غلظت رو ..ص نیست رو خول بودنه ,ANGRY
 خون شهبانو فرح پهلوی نوزادی رااز مرگ نجات داد.نوزاد بیمار گروه خونیش با شهبانو یکی بوده ناتواندر تخت بیمارستان بیحال افتاده…,SURPRISE
"@username یه سوال لطفا جواب بدید .
چند درصد دعوت به خونه ها به سکس کشیده میشه؟؟",ANGRY
من جرس قاطع میگویمکه مردم خودشان مقصرند چون چهل سال است که به این رژیم سفاک رای میدهند تمام روسای جمهور و بقیه روسا و ارکان این نظام سگهای زردی هستند که همگی برادر شغال هستند و با هم فرقی ندارند #دیگر_بس_است #رای_بی_رای #بنزین_۳۰۰۰_تومانی,HATE
ما هم شمارا دوست داریم و شما را برادر خود میدانیم، مطمئن باش پیروزی نزدیک است سعودیها پول دارند و شما خدا را هر بار که از پیروزیهای شما می شنویم مسرور شادمان می شویم که سربازان یوسف زهرا بار دگر شق القمرکرده اند وهابی میداند شیعه جگر شیر دارد همچون مولایش علی به امید ظهور بجنگ... ,HAPPY
یعنی قراره تا فردا دندون درد بکشم؟,SAD
"#نشنال اینترست در مقاله‌ای با عنوان «جنگ اعلام نشده علیه ایران» می‌نویسد:
فریب رژیم ایران را که سعی در بی‌اهمیت جلوه دادن وقایع دارد و هنوز به تلافی اقدامی انجام نداده است را نخورید! رویدادها آنقدر مکرر و شدید بوده‌اند که نمی‌توانند تصادفی باشند! 
#رستاخیز_ملی_با_پهلوی www.link.com",HATE
عاقا اینا چرا اینجوری عن؟؟ هرچی میشه اول خودشونو خیس میکنن اون از ملوانای امریکایی اینم از #سفیر_انگلیس داداش قبل خروج از سفارت ی دسموپرسین میزدی شرافت نداشته ت ب خاک نره خو ,SAD
اتفاقا این تصمیم در جلسه سه قوه که ابتکار اقای خامنه ای بوده توسط سران سه قوه گرفته شده.,ANGRY
محی اصلن جوابشم نمیداد به اندازه ی کافی بهش ریده بود اما این به جان مادرم هیچی نداره اصلا از قیافش هزار سال بدبختی میباره ,SAD
یجور میگی باهاش کنار بیایم انگار چشمهامون رو میبندیم میریم تو قبر میخوابیم،وقتی انسان بمیره انرژی ای که اونو سرپا و سیستم مغز رو هشیار نگه میداشت تموم میشه،قرارم نیست باز برگرده یعنی قرارنیست بعد مرگ متوجه اتفاقات اطرافت باشی،مثل گوسفندی که بعد مرگ یا آش میشه یا خورشت.,SAD
دوستان عزیز یه بیزینس بگید بشه با ۸۰ الا ۱۰۰ میل راه بیفته و ورشکستی به دنبال نداشته باشه لطفا اگه ایده دارید کمک کنید اگرم ندارید با #ریت کمک کنید ممنون ,SAD
" هر ایرانی یک... ``کاش من ایرانی نبودم``

Agree??",ANGRY
@username @username تو كه تكليفت مشخصه با اين طرز فكرت،اما ٦٣ تا لايك و ١٤ تا ريتوييت بايد بشه؟!چه جونورهايي هستين شماها😳,ANGRY
اگه ميخواین موفق باشین، اراده ى اينو داشته باشین كه يه مدت غيب بشین !,SURPRISE
من اینکارو با نمک کردم و شاممون عین دریا چه ارومیه بود ,HAPPY
اون غذا رو بخور حداقل ممه هات از ۵۷ به ۶۰ برسه,HATE
اگر میخواهید کاری درست انجام شود،خودتان پیشگام شوید. پتانسیل زیادی در یک رسانه ایرانگرا وجود دارد ولی باید: 1-نسل 57 را بایکوت کنید جز معدودی مثل آقای تقی زاده و طاهری. 2- از واشنگتن بیایید بیرون. واشنگتن جای شارلاتانهای رسانه ای و کسانی است که دنبال بودجه از واشنگتن میگردند ...,HATE
@username سلام...من متن مصاحبه رو خوندم اما سوالم اینکه با اینهمه مرارت هایی که شما، فرمودید پس چرا دوباره افغانستانی ها به ایران مهاجرت میکنند چرا به کشورهای همسایه ی   افغانستان مثل؛ پاکستان، چین و غیره جهت کار مهاجرت نمیکنن؟؟؟,SURPRISE
" همه حرفهامو یکجا میزنم.
#لغو_فوری_اعدام 
#کولبر_نکشید 
#ایران_فروشی_نیست
#من_مسلمان_نیستم 
#آخوند_خوب_آخوند_مرده_است
#ب…",HATE
چرا نداره رفتیم عضو کانال شدیم توییت هاتو ببینیم تایملان نمیشه همشو خوند ,SURPRISE
در تاریکی اتاقم مینشینم ، دیوانه شده ام و مثل احمقها با سایه های درخت حیاط بر دیوار اتاقم صحبت میکنم.,SAD
@username آقا هرچه زودتر لطفا لقب پدر یا طب یا اسلامی یا روحانی رو از این آقا بردارید تا آبروی همه چیز رو بیشتر از این نبرده,SAD
حالا ديدارِ ما به نمی‌دانم آن کجای فراموشی ديدار ما اصلا به همان حوالی هر چه باداباد ديدار ما و ديدارِ ديگرانی که ما را نديده‌اند. پس با هر کسی از کسان من از اين ترانه‌ی محرمانه سخن مگوی نمی‌خواهم آزردگانِ ساده‌ی بی‌شام و بی‌چراغ از اندوهِ اوقات ما با خبر شوند! #صالحی,SAD
رویاهایی که تا دیروز آرزو بودن و تا ابد حسرت میمونن!,ANGRY
" این توئیت رو یکجا سیو کنید!!!!! 
بالاخره پس از ۱۴۰۰ سال،

سال ۱۴۰۰ آخرین سال حضور تازیان
در ایران خواهد بود...
پیشاپیش تبر…",HATE
فكر كنم مثل داش آكل كه لحظه مرگش گفت :مرجان عشق تو منو كشت. منم همين ديالوگو با اسمش كه هم قافيه مرجانم هست، ميگم و بعد واسه هميشه ميميرم.,SAD
شما که با صدام نون و نمک می‌خوردین چرا انقد نمک به حروم بودین که بهش حمله کردین؟؟؟ ظریف نباید جنایت‌های شما رو بازگو کنه چون چند سال اونجا درس خونده؟؟؟؟!!!!! همین نشون میده که هیچ حرفی برای گفتن ندارین، حتی به مردم خودتون دروغ می‌گید و فشار میاد بهتون وقتی یکی دستتون رو رو میکنه,HATE
از بارزه هاي سيستمهاي تماميت خواه و توتاليتر ... چي گفتم اصلا ,HAPPY
واسه همین بهم خبر دادن که مراقب باشم ,HATE
تامین مالی بودجه دولت با انتشار گسترده اوراق،وقتی نسبت بدهی دولت بهGDP،واگرا و هزینه مالی دولت شدیدا فزاینده است،به هیچ عنوان قابل دفاع نیست وملاحظات جدی درباب اندازه و شدت عرضه اوراق بدهی رامی‌طلبد.میزان انتشار اوراق درحال حاضر خطری جدی است که می‌تواند بازار را تحت تاثير قراردهد,SAD
ن دعوا چیه بانو. خودتون میدونید شیرازی جماعت اهل دعوا نیست. اصلا حس دعوا نداره شیرازیا کلا شوخ طبع هستند.,HAPPY
تو اثار قبلیش هم میگفتن رد پای نفوذ هستا یکم باورش سخت بود ولی....!,FEAR
با قد ۱۹۰ و وزن ۸۳ باز احساس چاق بودن میکنم. جهان سرمایه‌داری با ما چه کرده؟,SAD
" فوری 
#زلزله_دست_ساز دیگر بامداد دوشنبه ۱۷ شهریور 
به بزرگی ۵.۱ ریشتر در عمق ۹ کیلومتری زمین حوالی «رامیان» در استان گ…",FEAR
اون فیلم خانوم ناطق و حرفاش هم حقیقتا تخمی بود. یه دید تقلیل‌گرایانه به مفهوم آزادی با فکت اینکه دانشجوی ایرانی میزنه تو سر‌ اون یکی دانشجو نتیجه ایرانی توهم آزادی‌خواهی داره و میخواد با شاخش شکم بغلی رو بدره. بقیه ملل دنیا به صورت فطری گوگولی و نایس و مودغه به دنیا میان.,SURPRISE
 بچه ها #لغو_فوری_دکتری  رو امشب ترند کنیم حتی اگر هیچ تاثیری نزاره فقط برای معرفت توی این روزایی که این همه بی معرفتی دید…,ANGRY
متاسفانه درکی از نیاز جوانان تو جامعه وجود نداره البته پرتوقعی بعضی از جوانها هم هست,SAD
بعضیا هم توئیتر رو با کانال #تلگرام اشتباه گرفتن! نه منشن میدن نه #ريتوييت میکنن فقط افاضات خودشون رو بیان میکنن عزیزم پیاده شو یه قدمی بزنیم یه فالوده ای بخوریم یه وقت دیدی پشت یکی از این اکانتا شاهی چیزی هم بود!,ANGRY
"@username بعضی بلایا فقط یکبار نازل میشه ولی همون یک بار جوری میشه که در تاریخ ثبت میشه
مثال عاقبت قوم لوت.",SAD
امروز ایرانی‌ها موفق شدند برای اولین بار در تاریخ صنعت کشور، حفاری ۱۵۲۹۰ متر تونل انتقال آب در کشور سریلانکا را به پایان برسانند. دردمندانه هیچ خبرگزاری و رسانه‌ای این اتفاق و افتخار را پوشش نداد... #خبر #ایران #موفقیت #سیاست #جنجالی,SAD
 باور کن خیلی بهت احترام گذاشته! من یه جوابایی به خواهرم میدم که قبلش باید کفشامو پوشیده باشم ,SURPRISE
اینهم گند رسوایی جهرمی که عالمگیرشد #آینده_روشن شد #آینده_روش_بشین بوش درنیاد. هرلحظه ای که ازسرکاربودن این حرامیان جانی میگذردایرانی درانظارجهانیان بیشتروبیشترخواروخفیف میشود ,ANGRY
مسئولین ریدن تو مملکت,HATE
 جناب نمکی ، مگه اولویت اول و مهم ترین موضوع برای شما سلامت داوطلبان نبود؟  چکار میکنید؟ چرا داوطلبان رو اینقدر در فشار و…,HATE
یعنی چرا کسی که بجز اینکه استاد بی بدیل آواز ایران بوده ودر سخت ترین زمانها کنار مردم خودش بوده وقتی خبر فوتش میاد باید مثل دیوار عمل کنیم.,ANGRY
کافیه چند کیلومتر از هر طرف این مرز بزنی بیرون تا ببینی ج.ا چطور فرهنگ و هنر رو از بین برده و امید به زندگی رو به صفر رسونده ,ANGRY
 اینجا خیابان‌های ریاض پایتخت عربستان که روزانه ۱۱ میلیون بشکه نفت خام میفروشد و سالانه میلیارد ها دلار درآمد از حج دارد و هیچ تحریماقتصادی هم تا امروز تجربه نکرده است قابل توجه اشخاصی که در توهم به سر می‌بردند و می گفتند دولت سعودی به هر فرد از ابتدای تولدش ماهانه ده میلیون ,SAD
" يعني اين همه موافق تعويق نميتونن جلو چندتا پيرمرد زپرتي سهامدار وايسن؟!
چرا نميتونم باوركنم 
#سلامت_دانشجو #يكصداهستيم…",SAD
@username @username خودت باهاش حرف نزن. بده بابات یا یکی دیگه تا با یه مقدار صدای خشن حرف بزنه ولی توهین نکنه و بداخلاقی نکنه معمولا برمیگردونه حسابت. من که بابام یه مقدار پول اشتباهی به حسابش اومد برگردوند,ANGRY
اخه کی از گشنگی از خواب میپره!؟,SAD
@username شوخی میکنه بابا 😂 همه اینجا یه نیمچه شوخی با من دارن، تا فش ندادم جدی نگیر 😂,HAPPY
" #فوری
رزمایش در #قشم بوده و به صیادان هم گفته شده امشب به دریا نروند، موشکهای ساحل به دریا رو میخواسته سپاه آزمایش بکنه،…",SAD
وقتی خبر تکذیب شد به این فکر کردم چقدر احتمال داره ایشون از بستر بیماری بلند شه و سالم بشه، چقدر احتمال داره تا زنده بودن من ایشون هم در قید حیات باشن.قطعا حقیقت بی نهایت تلخیه ولی خب ما همیشه در معرض از دست دادن عزیزامون هستیم.,FEAR
سوریه مگه بدبخت اصن رو مرزای خودش کنترل داره که بخواد ببندتشون ؟,SAD
ای وای من، ای وای من اشکال نداره دیگه، حالا شد، فدای سرت ولی تورو خدا دفعه دیگه مواظب باش ,FEAR
" @username از #اعتصاب_سراسری #کارگران زحمت کش در #ایران حمایت میکنیم. #اعتراضات_سراسری #تيك_تاك_سرنگونی 
درود بر…",ANGRY
رفته بود از دست من دامان صبر چون ز پا افتادم آسانم گرفت گم شدم در پهنه صحرای عشق در شبی چون چهره بختم سیاه ناگهان بی آنکه بتوانم گریخت بر سرم بارید باران گناه مست بودم، مست عشق و مست ناز مردی آمد قلب سنگم را ربود بسکه رنجم داد و لذت دادمش ترک او کردم، چه می دانم که بود,HATE
"@username @username نصفشو مامانم برا طرح کرد😂😎
مامان ارمیییی",HAPPY
مثلا از اون خایه مالای روحانی بودم که خجالتی بودند، در زمان انتخابات که تبلیغ برای روحانی لازمه براش توییت نزدم، حتی در منشن هم تشویق نکردم بهش رای بدند، استدلال های رای دادن بهش رو هم مسخره کردم. دیگه خایه مالی زیادی زیر پوستیه :)),ANGRY
خداروشکر شما که انقدرم قانعید من نمیدونم مشکل کجاست ,SAD
به یاد آن بزرگوار که دل غمگین ملت رو شاد کرد :))),HAPPY
باید یکی باشه که اخلاقای گوه ادمو دوست داشته باشه وگرنه همه بلدن عاشق اخلاق خوب بشن,SAD
ما مسئول ناراحتی یا خوشحالی کسی نیستیم ولی مسئول درست یا غلط بودن حرف یا عمل مان هستیم .,SURPRISE
 بچها آصفری گف دولت نپذیرفته، باید از مجلس بخوایم دوفوریتی رو اجرا کنه بچها کم کاری نکنید برید زنگ بزنید بخدا توییت الان درد…,SAD
"@username من هر چی توییت از مزاریا ببینم زیرش همینو میگم کاری ندارم

گروه نیستی قندولک",HATE
تو نمیتونی هر جور دلت میخواد با من برخورد کنی و ببخشمت چون تو پول نیستی که نتونم ازت بگذرم,SAD
"توی این رژیمش نوشته دوتا نون اندازه یه کف دست، این میشه، شما این بسته‌ها نان‌آوران رو دیدی؟ یه نونش میشه دوتا کف دست من!
ینی من یه بسته نان‌آوران برای یه ماه کاریم بسه
با یه خرما
#سیره‌_پیغمبر www.link.com",SURPRISE
البته صاحبان مرغداریها سالهای ساله که چنین جنایتی رو برای بیمه و قیمت مرغ مرتکب می‌شن. صداش الان دراومده,ANGRY
اره اونکه:))) من خودم بچه عه مترو حساب میشم:)))),ANGRY
نمیخوابه :( قبلا اصلا پستونک نمی‌گرفت، ولی یهو حس کردم خودش توانایی خوابوندن خودشو داره فقط یه چیزی میخواد مک بزنه، پستونکو دادم و ازون روز میذاریمش تو تخت میایم بیرون و میخوایه. منتها تا صبح باید تو دهنش باشه,HAPPY
اره یا تو بهترین دوست منی=))),HAPPY
میدونم اشتباهه ولی خب خیلی دوسش دارم :) دست خودمم نیست,SAD
داداش خوب در گوشات بگير برو زير كرسي سه روز ديگه بيا بيرون ,FEAR
کامنتایی که گذاشتن ناراحت کنندست سهیل طرز فکرارو ببین!,SAD
تازه یه ده دوازده گیگ اپدیت کرد ویندوز و کلا همه چی رو عوض کرد یه فایل 20 گیگی هم به اسم اولد ویندوز تو درایو سی درست کرده الان دوباره اپدیت کرد یه بخش ویندوز رو,ANGRY
" لعنت به هرچه خانه خراب ميكند
همين...

#بيروت_لبنان www.link.com",SAD
من خودم با قرنطینه کردن حداکثری موافقم. اما در عین‌حال هیچ کشوری نمی‌تونه تا وقتی واکسن درست بشه تو قرنطینه بمونه. قرنطینه طولانی بشه اقتصاد از هم می‌پاشد. اقتصاد بپاشه یعنی یک کشور درجا ویران می‌شه. راه‌کار کوتاه‌مدت: در خانه بمانیم راه‌کار بلند مدت؟ اصلن بهش فکر کردید؟,FEAR
