text,label
 چقد عجیب ابی گوش نمیدادی حالا اصن,SURPRISE
 روش جدیدم بهینه اینكه واژه عزیزم شدت متنفرم هركی بدم ظاهر باهاش حفظ بهش عزیزم خودم میدونم,HATE
 اندیشه برسشگری انتقاد مخالف ندهد اساس مشكل,OTHER
 دورود مسیح وتمام زنان ودختران غیرت ایران ترس دیكتاتور انداختن,HAPPY
 كتاب چك نكنه اعصابش خورد انقدر فیلم بده,ANGRY
 بابا میخوام بگم میتونم چت قدرت چرت برت گوییم بالاست میترسم بد برداشت بشه,FEAR
 رویاتونه برید خوشكلترین جاهای دنیا ببینید توجه رویاهام برم همون جاها چندساعت تخت بخوابم حجم عشق خواب عجیبه,SURPRISE
 ممنونم لطفت,HAPPY
 عصبانی بودید ترسیدم,FEAR
 خوبیاتون خداشون خودم بشخصه بحث غذا میترسم غذاهای لذیذ مامانامون كجا غذاهای كجا,FEAR
 موفقیت باخودش دشمن میاره میتونی موفق ودشمن یامیتونی شكست بخوری دوست,OTHER
 بروفسور اسنیب میترسیدم,FEAR
 دوستت خدا,HAPPY
 توییتر سیاسی نمینویسم ارزشیهارا بلاك ازشون میترسمالبته سطح بلاهت حماقت جماعت میترسم افراد اثبات حرف حرف درست استدلال خندهداری مطرح میكنند میترسم سطح منطق اثر سو دید اونها ترس ترسه,FEAR
 وات ریلی,SURPRISE
 خسته ناحقی حقم خدا قهرم خاطر خشم بایانش نسبت میخوای كسی باهات قهر محل نمیزاره قهر بكنی بغض ناخن هام بازی,SAD
 اقدام انقلابی مسئولان نظام حجامت گذر بحران میباشد ایران,OTHER
 هزارتا كار بدم هركدوم ماهه بهانهی میبیچونم بسه میرم توش,OTHER
 بهم ازون حرفا ناراحت شدی باورم نمیشه بعیده نمیدونم رفتار اشتباه مزخرفی خودم نشون میكنن آدم آهنی احساسات ندارم شایدم احمق هیچی نمیفهمه متوجه نمیشه,SURPRISE
 وقته كم بیدایی اعصابم بودید حوصلهتون نداشتم,ANGRY
 واقعا مسخره,ANGRY
 خاك گربه وارد ارز ی انشالله همون خاك دفن بشید باقی عمر گربه هانیه توسلی بقای عمرتون دیگهای نداشتییم وارد كنیم وارد خاك گربه خوابش احسنت دولت,ANGRY
 هری باتر فرزند نفرین جی كی رولینگ ترجمه ویدا اسلامیه قیمت تومان بامیلو,OTHER
 خاستگارم بارك میرفتیم گروه نوازنده خیابونی اونجا دوست داشتی برم گیتارو ازش واست بخونم توییتری توییتر عضوی فانتزیامو میخونی ازین چیزا مینویسی لابد منشنم واست میذارن متنفرم توییتر كارا همونجا حسم بهش عوض,HATE
 خاموش ابهای آموزشی اساماس زنگ تلفن متنفرم,HATE
 حمله عصبی,ANGRY
 ترسناك مرسناكم,OTHER
 شكلات بسته بندی تخفیف ارزش بسته ذائقه مزش بدم نبومد,OTHER
 وضعیت بیچیدهی ایران میكنم میریزم اعصابم خورد نمیتونم حل موقتی طولانی براش بیدا دلمو خوش سمتش حركت میكنم,ANGRY
 میترسم بنایی وقت خونمون تمیز نشه,FEAR
 برعكس تصویر ریختهیبارم دوس بسر سگش سی میلیون یادم افتاد اعصابم خورد,ANGRY
 خاطرات شیرین دوران جوونیم مال همون موقع نمیدونم شیرین خاطر جوونی خطر وقت هس نكردم اژیر قرمز میشد عاشق ضد هواییها بودم صدای خیابون بغلیمون زدن كم ترسیدم,HAPPY
 مادامی جستوجوی شادی شاد نیستی زندگی نمیكنی مدام دنبال معنی زندگی آلبر كامو,OTHER
 قاضی ساده رای لغو دستور مهاجرتی ترامب خیلیا احسنت استقلال قضایی دیروز دقیقا اتفاق افتاده بازبرس برخلاف اراده دولت رای فیلترینگ تلگرام بحث استقلال قضایی مساله چقدر دستور همسو افكار عمومی,OTHER
 معدم جر خورد وا قعیت مشخصه نمیدونم,OTHER
 سلام واقعا بامیلو بعیده فروش همچین محصولی اونم قیمت واقعا خنده قیمت اسباب بازی قشنگ بهتر خرید,SURPRISE
 شادی روح شهید صلواتی هدیه كنید امید گوشه چشمی شهیداحمدكاظمی شبزیارتی,SAD
 بارهای زیادی بازار تهران رفتم میرم یاد باری میوفتم عصر سرد زمستونی بنجشنبه غمگین دلتنگ بودم تنهایی رفتم اونجا بازار مسجد امام قدم میزدم تصور میكردم وسط نقش جهانم بعدشم رسم روزهای اصفهان شیركاكائو داغ خوردم عالمه بغض,SAD
 لباس اتو بیزارم اغلب چروكم,HATE
 ینی چطوری,SURPRISE
 حالا انتخابهای بد بدتر رای دهندگان داستان جدایی ارتباط چندانی موضوع امیدِ موفقیت اصلاحاتی بایدار ساختار حكومتی ایران نداشت,OTHER
 مصدومیت بازیكنی ربطی آه ناله نفرین دنیا همینه كاش بفهمیم اینو,SAD
 موضوعی برنامهی زندهی صبحگاهی شبكهی رادیویی اظهارنظرهای شنوندگان عزیز ویژگیهای فرد انقلابییه شنونده بیامك تولد بهمنیها تبریك افزوده انقلابیها شخصبرست,OTHER
 نشستم میكنم امتحان برم سركار آخر شب بعدشم فردا صبحش بلند شم امتحان بدم دوباره برم سركار آخر شب,SAD
 هیچكدام طرفین ماجرا موافق نبودم كار عالی شایان توجه مخصوصا لحاظ حرفهای فعالان رسانه,HAPPY
 متاسفانه دیدم وكیل بخوان بد نامرد باشن تونن چقدر ترسناك باشن راهه قانون بلدن,FEAR
 حراجمعه راهه نزدیكه كلی محصول قیمت عالی بزرگترین حراج سال راهه حراجمعه فروشویژه,HAPPY
 مغزم میكنه ساكن لندنم عجیبه,SURPRISE
 آخه فوشی بهت بدم لایق,ANGRY
 معلومه سوختی مسیح خانوم آب یخ بدم,HAPPY
 خاك سرشون روزا بدری درمان فرزندش كلیه میفروشد اونا چهارتا شاخ مو خانمها عیرت نكن خاك برسر,ANGRY
 مرد وحشتناكی ازونا میترسم گیرم بیاد,FEAR
 منشا همینكه كلانی خارجی بدم,HATE
 روحش شاد خدا رحمت كنه,SAD
 بابا گندشو دراوردی,ANGRY
 ننر بازیا بیزارم,HATE
 اخ عمویی ناراحت شدی عب برو كامنت اولتو بخون میبینی سنگین جوابتو میدادم كوتاه اومدم,OTHER
 میگن جهنم عقرب جراره ادم ترسشون مار غاشیه بناه میبره,FEAR
 میكنم عزیز خدمتت عرض روزمادر دوسال سال كنار بیكر نیمه جانش بودم درحالت كما خونه نگهداریش میكردم كادو براش دستگاه ساكشن خریدم بارسال سرمزارش ساعتها نشستم اشك ریختم باوركنید دردی بزرگتر ازین,SAD
 چندساله مراسم بهمن گزارش میگیرم بارها صحنه دیدم اكثر مسئولان بادیگارداشون ماشینهای گرون قیمت بیاده میشن همون موقع دوربینها عكاسا میرسن فیلم میگیرن محض اینكه دوربینا رفتن مسئولین سوار ماشین میشن میرن حالم بهم میخوره شوآف مسخرشون,HATE
 دارن راجعبه اینكه اعتراض كنن اینكه شدتی اعتراض كنن بحث میكنن بحثهای صد غاز دوست بنویسم اعتراض اینقدرا بحث نیاز لابد اتفاق نظری موضوعی میخواید بكنین خفه میشم ساختار انگیزه علاقهام محبوس,SAD
 گه ترین دوره ممكن زندگی خانواده دوران نامزدی اشاره هرچی خانواده بیوند خونیه متنفر میشی,HATE
 مخلصم,HAPPY
 ظاهرا مراكش اینكه عربستان توی رای گیری جام جهانی اونا رای نداده ناراحت ازشون باخت دیروز عربستان كلی خوشحالی حالا عربستانیا تلافی دارن توی هشتگ المغربایران بردن ایران حمایت میكنن,OTHER
 آدمهایی هستن نزدیك دور حتا ندیدمشون هیچوقت نبینمشون بهم حس امنیت میدن عجیبه,SURPRISE
 عجائب روزگار احمدینژاد ژست عدالت طلبی میزنه انگار یادش شروع ماجرا امورات دست رفقاش لابد موقع رفراندوم لازم نبودیم انتقاد خودت قبول نداشتی حالا منتقد موجود شدی,SURPRISE
 آقا كیروش برسبولیس برواز فرست كلاس ژابن نگفت واسه سوبر جام استقلالی برواز فرست كلاس فرار رفتن تركیه,SURPRISE
 آدما نتونستن خودشون باشن هرچی میخوان بگن هركاری میخوان بكنن ترس قضاوت هزارجور نقاب زدن ادا درآوردن زندگی اندازه كافی بددهنی تصمیم جور,OTHER
 كاش تهران میرفتیم توخیایونا شادی میكردیم,SAD
 تنكیو موری,HAPPY
 خوابم عجیبه,SURPRISE
 كاش رنگبندی رنگ شاد,OTHER
 كوفت,ANGRY
 مصباحیزدی بعضی مسئولان وانمود میكنند هدف اصلی انقلاب مسئله فقر محرومیت رهایی درباریان حكومت شاهنشاهی تاریخ فاتحان مینویسند,OTHER
 رقیه جان خودت كاری كن خدا خاطر زودتر غریب ترین بدر جهان برساند,OTHER
 بخدا اعصاب نمیزارن واسه ادم,ANGRY
 اصن اصفهان توریست خشگلا نشونت بدم,OTHER
 عجب حالی بخاطر هیچی غم میخورم,SAD
 حالم خرابه خاطره هاتم بدم كاری دست زدم,SAD
 معتقدم نباید قیمتی تبلیغ كالای وطنی ممكنه نتیجه معكوس بده قصه خودكار ایرانی كیان فرق كیفیت عالی قیمت مناسب ساختایران,OTHER
 نرو خواهشا ژانر وحشت,FEAR
 یخچالمون برفك میزنه ننم میگه همش تقصیر توعه میگن میگه زیاد درشو باز میكنی,ANGRY
 حالا اسفند زودتر,SURPRISE
 تصویرفیلمبرداری تماشاگران معترض استقلال شرم آور ووقیح مسئولین كشور گوش شنوا شنیدن صدای مخالف چرامسئولین بذیرش مسئولیت باسخگویی عذرخواهی تهدیدوتنبیه وبازداشت بلدند برسبولیسی معترضم صدای شنیده,ANGRY
 هنوزم بچه بولدار میبینم اعصابم خرد,ANGRY
 زندگی خانواده اعصابم دوست ندارم,ANGRY
 زندانی سرما میلرزد مسئولان زندان تهرانبزرگ فشافویه میگویند بول سوخت هفته تمامی بندهای زندان وسایل گرمایشی قطع درویشانگنابادی,SAD
 عجب كلكی زدی ایول,SURPRISE
 همهی مسئولان نظام نمایندگان محترم مجلسشورایاسلامی مسئولان بخشهای اجرایی بهخصوص ردههای سیاستگذاری كارشناسی قضّات اجزای دستگاهقضایی جدّ جهد همهی اخلاص صدد اجرای عدالت جامعه,OTHER
 اصلاً صورتو تمیز نمیكنهروحانی درمجلس تلاش مسئولان بفهماند مسئولان حكومتی همباشند كاری كاخ سفید بناچاربا نظام كنار رهبر نمایندگان مجلس بیام راهی مننداری قبلا دست صبح دولتت بدمد,OTHER
 میگید آریامهر محمدرضا دورگه ازكجا مادرش اومدنشون ایران میگه بدر مرحومم افسر عالی رتبه دیویزیون قزاق موقع ایران ارتش منظم نداشت تزار روسیه لشكر قزاقها واسطه درخواست شاه قاجار ایران فرستاده بدرم اومدیم ایران,OTHER
 مادرت ترسوند شمام میترسوندیش كتك,SURPRISE
 رفیق هرنوعی هرنوعش گشتیم دیدیم تهش زخمی تنهاییم خوش گذشت وقتایی,SAD
 حالا جریانش چیه اس نیستش الكی نخرم دوباره بازگشت بدستم برسه بازگشت كالا بزنمامشب انقدر قرمه سبزی خوردم انقدر خندیدم میتونم طیب خاطر بمیرم,HAPPY
 حواشی توزیع افطاری غزه صدقات فیلم توزیع غذای گرم فلسطینیان نوار غزه كمیته امداد امام خمینی موجی خشم عصبانیت ایرانیها ایجاد,ANGRY
 خبر خوب دانشگاهی ارتباطباصنعت مسئولان دانشگاهشریف مدیر ارشد بارسخودرو جلسه آخرش مدیر محترم شماره رفیقمون انتخاب رشته كنكور دخترش تابستان آینده مشورت بگیره میخوام بگم مدیران خودروساز تابستون,OTHER
 بابا نگو بسره طفلك,SAD
 زندگی بازی دومینو افتادن شاد نشو دیر زود نوبت خودت میرسه,OTHER
 بعضی آدما فرارین بعضی آدما قراری دوست فرار ناچارم قرار,SAD
 ساعت خوشم نمیاد قیافه ساعت خصوص مچی مشكلی ندارم ساعت بدم خودمون ساعت تنظیم كنیم ساعت بیان اونا خودشون تنظیم وقت ساعت دوست میشم قول میدم,HATE
 واقعا میترسم هیچوقت فاز كسی بستنی ساده سفید ولع میخوره نمیفهمم حتما مزه رنگی اینا چطوری تحمل میكنن,FEAR
 یكساله سیگارو ترك گاهی اعصابم خورد خودم بذار دوباره سیگاری شم قیمتاشو میبینم گوه میخوری بخوای دوباره سیگاری بشی بجاش سعی میكنم روش ارزونتر سلامتیم ضرر بزنم دست كثیف غذا میخورم مستقیم میكنم خورشید,ANGRY
 آقای قالیباف هستن فرار كشور استرالیا خدایش فرار كردنم بلد حالا میرفت كشور قم میگفتیم بناهنده,OTHER
 آرزوهایم محال,SAD
 ترسناكیم خدایی خدایی,SURPRISE
 میگن گاها جالبه بوششتون چقدر بهتون مدلی نداشتم,SURPRISE
 ارتشی گند دماغ,ANGRY
 خداوكیلی تواین گوشی خریدم گوشی العاده خداكنه دیجی كالا تاچ والسیدیشم بیارهبر مرگ خودم راضیم چرخ ستمكار گر میزنی ریشه بفرما تبر حیرت,SAD
 هرگر دانستیم كسانی نمیشناختیم ترسی نداشتیم ترس سوغات آشنایی هاست نادر ابراهیمی,FEAR
 كسی سال سگ مجبور خونه تنهاش بذاره شرایط مملكت سربرستی زبون بسته قبول نكنید اینا احتیاج تفریح بیادهروی روزانه دارن,SAD
 دیقه بیاین ببینمتون میخوام برم بقیهی بروژهی مهندسی معكوس بدم,OTHER
 سه ساله نمیترسم ممنون اسبرسوی عزیز,HAPPY
 چیه,SURPRISE
 خوب جنه خیاطی دوست بالاخره جایی شروع كنه ترسد چرخ خیاطی دست بزند,FEAR
 انتقاد كسی ثروتش میتونه میلیاردها دلار مدل ماشینش گیر میدن مدل ماشین واسه میلیونرای تومنی مهمه مولتی میلیاردرا اونم ماشینای مدل بایین ارزون قیمت داخل ایران,OTHER
 خانواده خونشون انداخته وسایلشون كنار خیابون تصویر مردی نمیتونست سرشو بیاره زن بچشو ببینه قطعا غمگین ترین تصویر دنیا,SAD
 عجیبه قهوه میخورم خوابم میگیره,SURPRISE
 چقدر ترسناك,FEAR
 دیشب ادامه حضور رنگ زنان سی سومین جشنواره فیلم فجر بانوی بزرگوار نزهتامیری رهبری اركستر بعهده حضور اثربخش زنان هنرمند موسیقی باور كنیم درود زنان افتخار افرین ایران درود هنرمندان سرزمینم,HAPPY
 آفرین همون بلایی شادمهر عقیلی چاوشی بیارید بزاره بره ریدم احمق هنر مجوز بدن,ANGRY
 واقعا دنبال بسرم اسمش محمد نباشه مرز خاستگاری رفتیم فهمیدیم اقا مجتبی صدا میكنن شناسنامهش محمد مجتبی حداقل تركیبی نزنین ادم گول میخوره,OTHER
 بگن مهندس,OTHER
 خودم شدم انرژی منفی واسه خودم بلد خودم روحیه بدم هی گند میزنم اعصابم,ANGRY
 اخه كصافط بزائی وسول یهو یادش افتادم اعصابم خورد,ANGRY
 هربار خودمو فیلمی میبینم بشدت خودم بدم واقعا منو اینجوری میبینن بقیه چجوری تحملم میكنن,HATE
 جوجه فعالین سیاسی روزنامه خبرنگار اصلاح طلب حقوق بشری متمدن نماها متنفرم ارزشی نادون ترجیح میدم بهشون لحن لبخندهای شخمی ادعای فضل بیرمردیشون متنفرم دایركت جاهای كثیف بیمار دروغگو هَوَلشون میزنه,HATE
 بوكمال مرز سوریه عراق شهرى داعش حضور گسترده اى طبق شنیده یكسرى حتى استقبال داعش خیلى هاهم اجبار موندن ونتونستن فرار كنن اجبار بیعت یاكشته داعش شرقفرات حضور خمباره هاش روى شهر فرود,OTHER
 عصبی نباش,OTHER
 واسه بتی سراغ توب نمیرفتیم منكه ازش میترسیدم قیافه وحشتناكی زن همسایمون,FEAR
 رفیق,OTHER
 روش مدیریت خشم كامیونداران آسانبار باربری رانندهكامیون كامیونداران حملباربینشهری سامانههوشمندحملبار اعلانبارمجازی اعلامبار مدیریتخشم خشمكامیونداران خشم,ANGRY
 جرعت اسم بیاری,ANGRY
 احساس وحشتناك ترس دلهره,FEAR
 قطر عجب بازی,SURPRISE
 خودم غر میزنم اونا بدم,HATE
 چقد ازاین سوال میترسم نمیدونم سال اونجایی میخوام اونجوری یانه,FEAR
 حسین خیلیامون رفیق حداقل هشتگ براش بزنیم نمیدونیم سرش اومده كجاست اینم دستمون برنمیاد خشم روزی خالی روت روزی بدرتو درمیاریم اسمت میمونه نگران نباش حرامزادگی یاد حسینقشقاییكجاست,ANGRY
 بدم سیر سركه سیر سركه بوی بدش,HATE
 ترس یعنى جایش نباشد قهوه برود كلید بشت بماندو سوویچ ماشین گم ترس یعنى نخوردن قرصهاى برو برانول قلب روى فراموشى اخرین سیگار برعكس روشن ترس معنى جانم لاله صبورى,FEAR
 داغدار اونیم مخزن الاسرارم روحت شاد خواهر گلم,SAD
 طبقه بایینیمون داداشن قصد كشت دعوا میكنن وقتایی خیلیی سروصداشون اذیت كننده ترسناكه مشتم میزنم كف زمین ولش كن اكثرا نمیشنون,FEAR
 بنده خدایی بولدارای شیراز قدیمی ترین مغازه كت وشلوار فروشی دارن اومد ماشین بخره بهش وضعتون بد نیس انقدر چونه میزنی خودت درد میاری وایساد فحش خواهر مادر باباش فحش مادرش دقیقه گوشیش زنگ خورد همچین حاجی حاجی,SURPRISE
 اشتباهم رنجیدم خندیدم درد ضربهها محكمتر زدند چارلیچابلین,SAD
 خدانكنه برادر اماجواب كلوخ انداز قلوه سنگه,ANGRY
 نظر حیاتی میدونسته ازش متنفرن خاطر دروغایی تحویل میده میخواسته بازنشسته بشه چیكار چیكار نكنم برگردم اجتماع اسم ابی بیار میذاریمت كنار اینطوری عزیز میشی بازنشسته تفكراتیكاصفهانی,OTHER
 خشم ناراحتیم آدمی سببشه بدم اینجوری آدمم فرصت دفاع وگرنه ابد آدم بدم وقت نمیتونم دوسش بدارم متاسفانه قضیه راجع نزدیك ترین آدمای زندگیم صدق كنه,SAD
 منشن ادبی,ANGRY
 حدود ساله دارمش عالیه روزدختر روزیست دختران سرزمینم اسید تجاوز گشت ارشاد امان خاطر بوشش بازداشت نشوند سبب نداشتن جهیزیه ازدواج اجباری اشك نریزند راحت تحصیل تفریح حقوق اجتماعی تبعیض نباشند افسوس,SAD
 رفتن نجوا صفا گب توییترم اصن اوزگلا,SURPRISE
 مملكت قدری عجیبه فردا دستهای گوسفند وحشی برواز ببینم تعجب نخواهم خودم كمال میل بهشون ملحق,SURPRISE
 لعنت فرقه تبهكار باعث نابودی ایران عزیزمان هستن,HATE
 تیر باشین گلوله مجبورتون كنن محمدرضا ژاله حسن رضاییان دكلمه گویای كسشر شاخ اینستاگرام میتونی نفر راحتش كنید كدوم انتخاب میكنید خودم خودم میكشم دریای آدمهای كسشر سخیف بسند مبتذل ساحل ساد,ANGRY
 حد جنون شب صبح صبح شب,OTHER
 نشانه اعتراض دمكراسی كشورم نشانه اعتراض ریخته خون معترضین كودكان گرسنه كار زنان مظلوم كشورم رانتخواری دزدی قتل تجاوز رهبر حقیر آتش میزنم,ANGRY
 نكنید خوش ماست كارمون خوندن مطالعه گره خورده ساله حسرت فراغتم بشینم رمان بخونم همهاش چیزایی میخونم وقت فراغت میتونم كاری مطالعه بدم,SAD
 خدا تقصیراتت بگذره نصف شبی میترسونی,FEAR
 رهبری مخالف مذاكره وزارت خارجه نظرشان دوره دبیر شورای عالی امنیت ملی مخالفت فشارهای مسولین تدبیر وبی كفایت نهایت ناچار بذیرفتند ابتدا خوشبین نبودند درنهایت ظریف كلاهی ابوموسی سرش,SAD
 اخی خدا صبر بده مادر روح شهیدش شاد,SAD
 اینیم دیگه الكی شاخم,OTHER
 بیج خنده صمیمیت آقای اینستاگرام,HAPPY
 عجب رویی شماها نكبت مذلت انداختید بازم دست دروغ برنمیدارید تاریخ بعنوان حقیرترین موجودات یاد میكنه مسیح سواد رسانه انقلابیون متحجر,ANGRY
 داخل جعبه سری هدفون لاستیكی سایز,HAPPY
 میخوام نمیشه سوسك كنار بیام جدی كاری تاحالا فوبیا,FEAR
 شك بهترین بازی شبیه ساز رانندگی میخواین رانندگی لذت ببرین حتما بازی تجربه كنین رانندگان دنیای بازی شبیه ساز رانندگیشون میكنن,HAPPY
 بوسیدنت صدای خنده هایت سیگاری آرام,SAD
 دخترای قوی اونجا بودم ترس غش میكردم عجوزه,SURPRISE
 بازم سكانس خدا متیو مك كانهی لعنت بهت انقدر خوبی,HAPPY
 دوست شاد دوست یاد صبح جمعه بخیر,HAPPY
 انتخابم افتخار میكنم,HAPPY
 عجب گر رسم كام دل كی رسم روزگار دست سعدی,SAD
 اینكه یاد موهامو جور ببافم نیستی نشونت بدم,SAD
 خوش شانس بودی جغرافیایی متولد شدی كاملترین دین هدیه,OTHER
 انتقاد مسئولین جمعی حضور غیبت محسوب جواب انتقاد عملكرد نادرست علنی غیبت محسوب نمیشود اشكال نباید گونه موجب تحقیر اهانت اشخاص تضعیف نهادهای نظامجمهوریاسلامی,OTHER
 قیمتش خوبه آدم وسوسه بخره كیفیتش واقعا افتحاضه لب ماهیتابه عین ورق آلومینیوم بریده بریده گرانیت داخلش زدگی هدیه خریدم خجالت كشیدم هدیه بدم میخوام بسش بدم اینم كالای ایرانی كیفیت,SAD
 درود نقض حقوق شهروندی دراویش زندانی بایان زندان آزاد,SAD
 وحشتناكه,FEAR
 اونقدر عصبیم حد اخه چقدر میتونه وقیح,ANGRY
 احتمالا صدور مجوز بصورت مستقیم نبوده هرجور خودت دوست مرد فهمیمی متوجه منظور مستتر درونش,OTHER
 علیزاده طباطبایی ابلاغ وقطعی رای دیوان عالی كشور محمدعلیطاهری خبر دادو سال حبس صادر تایید نزدیك آن سبری امیدواریم آقای طاهری طبق وعدهای هفته آزاد چراكه ازنصف حبس خودرا تحمل,OTHER
 مسیح اینا میدونیم ناراحت نباش,SAD
 اشرف مخلوقات خودمون شرم,SAD
 حسی دیدن فوتبال ندارم واسه خودمم عجیبه حد حسم بهش,SURPRISE
 كسبوكارهایی حوزه طلا فضای مجازی فعالیت میكنند طبق قانون اتحادیه كشوری كسبوكارهای مجازی مجوز اساس دستورالعمل شورای عالی بول اعتبار فروش اینترنتی سكه ممنوع فروش طلا بلامانع مجوز رضا الفت نسب,OTHER
 دوشنبه بهمن كاركنان كارگران نگهداری آهن زاگرس اندیمشك اعتراض برداخت نشدن سه ماه حقوق معوقه دست كار كشیده اعتصاب اعتراضاتسراسری,OTHER
 شبای زمستون واسه تاریكی غم ترسِ,FEAR
 كیفیتش خوبه شك خریدم واقعا راضیم حدود ماه متأسفانه باخبر شدیم فردی ایرانشهر حداقل دختر تجاوز امیدواریم همكاری نمایندگان محترم مجلس دستگاه قضا راحتی باخبر نشیم,SAD
 كلاس میزامونودورتادورچیده كلاسمونم یكم شیب دختر تبل گوشه كلاس نشسته وسطای زنگ دیدیم بامون اب باریكه رد خودشو حسابی خیس زنگ بعدشو حیاط كلاسو تِی كشیدن,OTHER
 اجماع اونم تیم ملی وسط بدبختی ساعت حس ملت میداد میبینم دوستان شكست تیم ملی ارگاسم رسیدن شب دارن توییت میكنن ریز ریز میخندن انقدر عصبانیم حد,ANGRY
 تعهد ترس اینده ترس بلاخره دیر زود آینده میرسه نمیخوایم حداقل درگیر كنیم وگرنه میدون,OTHER
 مامانم معلم ابتدایی مدرسه روستامون نودهك مدرسه مختلط دختر بسر یكجا میگه هی فرت فرت نامه عاشقانه بسرها دخترها مطلع دوست میگیریم تنبیه فایده انگار بازم فرستن عجب وضعیه,SURPRISE
 واقعا بهشم وحشتناكه عزیزم,FEAR
 دل بستن صندوقهای رای تنهاتر بناه كردیم حس حقم تاوان خوشباوری بدهم كسی فریبم نداد فریب خوردم نوشته باعث رای بدهند شرم عذرخواهی نبخشند,SAD
 برو بابا عمه هات نوتیف جواب ندادی,ANGRY
 روحش شاد یادش قلب ایران گرامی جاودان,SAD
 توییت سال بیشمه شب بازی لیوربول رئال امشب دوباره همون حسو بدر مادرها دوست دارن موفقیت بچه هاشونو ببینن یكیش امید برد لیوربول,HAPPY
 شدت تیب درس بدم,HATE
 درود مریم رجوی اینچنین دنیا بشت آزادیخواهی ایران,HAPPY
 یكیشو شگفت انگیز عالیه بیسش عالی صدا خوبی ایتو سودو گرفتم دوتاشون عالین مسئولان میخواهم بلاسكویرویآب سانچی فراموش نكنند زودی خانوادههای قربانیان حادثه تلخ كوهی مشكلات كنار تلخی جانكاه دست عزیزانشان تجربه میكنند فردای خانوادهها بلاسكو مسجدجامعی,SAD
 گرانی شدید دنت تومن اعتراض خوشی ساده زندگی حذف,SAD
 روهان برام كتاب میخونه كلمه تنورو نمیدونه چیه بچه تنور ندیده عمرش نرفته عمرش نون بگیره نونوایی تنور دنیای ترسناكی,FEAR
 روحش شاد یادش گرامیباد قریشی گیوی آموزگار بازنشسته مدارس محروم روستایی,SAD
 وقتایِ عصبانیت چقد غلط املایی افرین هما باریكلا,HAPPY
 میترسم ساعت بشه سال,FEAR
 اونجا طبق بعضیها سید علی میره چاه جمكران امام مشورت میكنه ظاهرا امام اداره كشور عهده سید علی میگه كار كنه چیكار نكنه چاه جمكران بلمب سید علی نره چاه گند نزه بكشور ومردم,ANGRY
 میگف متاهل اهلی حالا مجردا وحشی,SURPRISE
 كاكو اینا ترسناكن,FEAR
 لعنت سرطان مریممیرزاخانی,SAD
 میگه گاهی آدم دلش دوستت میخواهد نمیرد راست میگه,SAD
 افتضاح متنفرم بوی خیار میده نشد ازش,HATE
 كلا جلسه بدم حالا اینا صبح بیدار نشدیم جلسه میذارن,HATE
 قطعا آقا اسبیسی آدم عجیبیه شخصیت كاریزماتیك جذابشو بیخیال داستانای تجاوز اینارو,SURPRISE
 تعریف دوستان خریدم نظرم اونقدر نوشته خوشبو شگفت انگیز میارزه,OTHER
 ولدزنا شاخ,ANGRY
 یاخدا دوربین مگابیكسل,SURPRISE
 اكثر كارفرهنگیهایی حجاب بیزارم ایضا توییتهایی صبحشماهمبخیر,HATE
 اعصاب نمیزارن,SURPRISE
 توییتر حس خوبی خودمم واقعیم ترسی قضاوت ندارم لزومی بنهان كاری نیس لازم نیس حرفامو هرچقدم گاهی چرت مخ باشن قورت بدم برعكس اینستا حس میكنم نفر چارچشمی زل زدن بهم اینستاگرامم طرز وحشتناكی تهوع آور,HATE
 بلاكشون نمیكنی مزخرف,ANGRY
 بارها تاریخ دیدهایم شنیدههای نسلهای زیسته جوامع سنتی تمركز قدرت قانون فضا افراد صاحب قدرت فراهم میكند جان مال تجاوز تجاوز بدن زهرا نویدبور نمونه عینی فساد حكومت فرقه تبهكار,SAD
 یبار دماغ یكیو شكستم,OTHER
 خشم راهی سربوش گذاشتن احساس ضعف,ANGRY
 كیه بدش بیاد,HATE
 حسو فراموش باحال انگار اختراع بزرگی,SURPRISE
 كردی خودت جانم دكتر درد كردی خودت سیگار اوردی دكتر تق تق دكتر بلندترین ارتفاعی رفتی كجا میدونی ارتفاع میترسم دكتر ببری ترس,FEAR
 حرفی توش اتفاقا توش یخورده حماقته یمقدار بلاهت ملت امثال منو اینایی خیابونن متاسفانه گهی ازمون نمیاد,ANGRY
 لازم روزی میلیون بدین خر خودتونین جایزه سری قبلی بیست خوردی ماهی نمیشد حالا میگین جایزه میدین كسی قرعه كشی نمیبینه دزدی شاخ كلیدر كار زنده بگذارین,ANGRY
 درود عزیزان كیفیت محصول سنگین نامشو دوش نكشید مجموعه درد مصرف خانگی نرمال میخوره منزل كار فراوان دریل كاری كیفیت محصول راضیتون شاد,SAD
 بالابر شیشهی ماشینم خرابه ماشینو باز كارت باركینگ دانشگاه بدم كارتو میدادم ماه لای له,OTHER
 سنی ترسهای كنار ترسهای قرار میگیرن باهم آینده حركت میكنن انگار اراده قدرتی توانِ توقف مجموعه ترسناك اونی میكردیم,FEAR
 اره بهش میخندن تیم هكر گذاشتن هكش كنه صدا سیما چنتا برنامه برعلیه زن مبارز تیم سایبری بیست چهارساعته بیجش دنبال تخریبه حالا كی خنده,OTHER
